source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size
yellow_pages_1_24121,yelp_2_1126,yellow_pages_1__yelp_2,True,bootstrap,,,,,,,,,,,
yellow_pages_1_27838,yelp_3_9917,yellow_pages_1__yelp_3,True,bootstrap,,,,,,,,,,,
yellow_pages_1_3175,zomato_2_3513,yellow_pages_1__zomato_2,True,bootstrap,,,,,,,,,,,
yelp_2_2152,yelp_3_1852,yelp_2__yelp_3,True,bootstrap,,,,,,,,,,,
yelp_2_592,zomato_2_596,yelp_2__zomato_2,True,bootstrap,,,,,,,,,,,
yelp_3_1950,zomato_2_2587,yelp_3__zomato_2,True,bootstrap,,,,,,,,,,,
yellow_pages_1_2003,yelp_2_1384,yellow_pages_1__yelp_2,False,bootstrap,,,,,,,,,,,
yellow_pages_1_13196,yelp_3_4763,yellow_pages_1__yelp_3,False,bootstrap,,,,,,,,,,,
yellow_pages_1_2003,zomato_2_1730,yellow_pages_1__zomato_2,False,bootstrap,,,,,,,,,,,
yelp_2_915,yelp_3_2843,yelp_2__yelp_3,False,bootstrap,,,,,,,,,,,
yelp_2_3816,zomato_2_1469,yelp_2__zomato_2,False,bootstrap,,,,,,,,,,,
yelp_3_2131,zomato_2_6279,yelp_3__zomato_2,False,bootstrap,,,,,,,,,,,
yelp_2_650,yelp_3_1138,yelp_2__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,
yelp_3_3525,zomato_2_1863,yelp_3__zomato_2,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
yellow_pages_1_10052,yelp_3_3497,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,
yelp_2_1092,yelp_3_6051,yelp_2__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
yellow_pages_1_6179,yelp_2_614,yellow_pages_1__yelp_2,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,
yellow_pages_1_4622,zomato_2_3721,yellow_pages_1__zomato_2,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,
yellow_pages_1_13300,yelp_3_4144,yellow_pages_1__yelp_3,False,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,
yellow_pages_1_18442,yelp_3_6421,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,
yellow_pages_1_22126,zomato_2_2224,yellow_pages_1__zomato_2,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
yellow_pages_1_14328,yelp_3_4192,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
yellow_pages_1_4991,yelp_3_1353,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,
yellow_pages_1_24570,yelp_3_8193,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,
yelp_2_1796,zomato_2_3650,yelp_2__zomato_2,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,
yellow_pages_1_18315,yelp_3_6799,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
yellow_pages_1_3585,zomato_2_3988,yellow_pages_1__zomato_2,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,
yellow_pages_1_17821,yelp_3_6704,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,
yellow_pages_1_1526,yelp_3_234,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,
yellow_pages_1_21068,yelp_3_6983,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,
yelp_2_3273,zomato_2_7314,yelp_2__zomato_2,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,
yellow_pages_1_20034,yelp_3_6116,yellow_pages_1__yelp_3,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,
yellow_pages_1_11240,yelp_3_3587,yellow_pages_1__yelp_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
yelp_2_673,yelp_3_6332,yelp_2__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yellow_pages_1_12153,yelp_3_4462,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0
yelp_2_1373,yelp_3_8694,yelp_2__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.2,5.0
yellow_pages_1_15060,yelp_3_5527,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yellow_pages_1_25075,yelp_2_1309,yellow_pages_1__yelp_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.2,5.0
yelp_2_926,zomato_2_1901,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0
yellow_pages_1_19942,yelp_3_6618,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, False, True)",0.5,2.0
yelp_3_2340,zomato_2_562,yelp_3__zomato_2,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.3333333333333333,3.0
yelp_2_916,zomato_2_1519,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0
yelp_3_8442,zomato_2_1624,yelp_3__zomato_2,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_7474,yelp_3_3932,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yellow_pages_1_25119,yelp_3_8792,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.3333333333333333,3.0
yelp_2_3587,zomato_2_7054,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0
yellow_pages_1_18669,yelp_3_6103,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.2,5.0
yellow_pages_1_17146,yelp_3_5428,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.5,2.0
yellow_pages_1_25660,yelp_3_8412,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yelp_3_8247,zomato_2_1647,yelp_3__zomato_2,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.25,4.0
yellow_pages_1_19674,yelp_3_6701,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0
yellow_pages_1_5525,yelp_2_2247,yellow_pages_1__yelp_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0
yellow_pages_1_20142,yelp_3_6602,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, False, True, False)",0.3333333333333333,3.0
yellow_pages_1_22613,yelp_3_7488,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yellow_pages_1_3586,yelp_3_1149,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0
yellow_pages_1_8274,zomato_2_913,yellow_pages_1__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0
yellow_pages_1_4405,yelp_2_2069,yellow_pages_1__yelp_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0
yelp_2_767,zomato_2_1714,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, True)",0.25,4.0
yellow_pages_1_26443,yelp_3_9619,yellow_pages_1__yelp_3,False,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.1111111111111111,9.0
yellow_pages_1_8101,yelp_2_353,yellow_pages_1__yelp_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.2,5.0
yelp_2_83,yelp_3_3940,yelp_2__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yellow_pages_1_19023,yelp_3_6381,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_17344,yelp_3_5106,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yellow_pages_1_6425,zomato_2_510,yellow_pages_1__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.3333333333333333,3.0
yellow_pages_1_3277,yelp_2_1695,yellow_pages_1__yelp_2,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, True)",1.0,0.0
yellow_pages_1_25535,yelp_3_8031,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.3333333333333333,3.0
yellow_pages_1_15139,yelp_3_5422,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0
yellow_pages_1_11124,zomato_2_1959,yellow_pages_1__zomato_2,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_8772,yelp_3_2696,yellow_pages_1__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, False, False, False)",1.0,0.0
yellow_pages_1_4549,yelp_3_1741,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yellow_pages_1_22801,yelp_3_7352,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.5,2.0
yellow_pages_1_15768,yelp_3_5422,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yellow_pages_1_11208,yelp_3_3560,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, False)",1.0,0.0
yelp_3_740,zomato_2_6146,yelp_3__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.25,4.0
yellow_pages_1_24645,yelp_3_8678,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.2,5.0
yellow_pages_1_27068,yelp_3_9606,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.5,2.0
yellow_pages_1_5240,zomato_2_3930,yellow_pages_1__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, True)",1.0,0.0
yellow_pages_1_3155,zomato_2_3794,yellow_pages_1__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.3333333333333333,3.0
yelp_3_6784,zomato_2_1589,yelp_3__zomato_2,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_7138,yelp_3_2086,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, True)",0.3333333333333333,3.0
yellow_pages_1_12891,yelp_3_4014,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.25,4.0
yellow_pages_1_19831,yelp_3_6732,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, False, True)",1.0,0.0
yellow_pages_1_26297,yelp_3_8534,yellow_pages_1__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0
yelp_2_1541,zomato_2_2691,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.25,4.0
yellow_pages_1_3998,yelp_3_1471,yellow_pages_1__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0
yellow_pages_1_18704,yelp_3_6820,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_28615,yelp_3_9005,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.5,2.0
yellow_pages_1_1559,yelp_3_929,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.3333333333333333,3.0
yellow_pages_1_1586,zomato_2_6784,yellow_pages_1__zomato_2,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0
yellow_pages_1_21384,yelp_3_7932,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yelp_2_1561,yelp_3_1117,yelp_2__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.07692307692307693,13.0
yelp_2_1920,zomato_2_4329,yelp_2__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, True)",1.0,0.0
yellow_pages_1_22142,yelp_3_7930,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, False)",0.5,2.0
yelp_3_439,zomato_2_6183,yelp_3__zomato_2,False,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, True)",0.2,5.0
yelp_2_1024,zomato_2_1683,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0
yelp_3_8259,zomato_2_2226,yelp_3__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0
yellow_pages_1_27332,yelp_3_8997,yellow_pages_1__yelp_3,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, False)",0.25,4.0
yellow_pages_1_23300,yelp_3_7780,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, True, False)",1.0,0.0
yelp_2_3229,zomato_2_6146,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0
yelp_3_1353,zomato_2_3643,yelp_3__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, True)",1.0,0.0
yellow_pages_1_26024,yelp_3_8778,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, False)",0.25,4.0
yellow_pages_1_12622,yelp_3_4424,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.5,2.0
yellow_pages_1_26457,yelp_3_9089,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0
yellow_pages_1_7823,yelp_2_51,yellow_pages_1__yelp_2,False,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, True)",0.14285714285714285,7.0
yelp_2_1561,yelp_3_1760,yelp_2__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, False, True)",1.0,0.0
yellow_pages_1_6008,yelp_2_304,yellow_pages_1__yelp_2,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, True)",0.2,5.0
yellow_pages_1_28643,yelp_2_825,yellow_pages_1__yelp_2,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_750,zomato_2_7011,yellow_pages_1__zomato_2,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.25,4.0
yellow_pages_1_25660,yelp_2_1038,yellow_pages_1__yelp_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, True)",0.25,4.0
yellow_pages_1_7456,zomato_2_789,yellow_pages_1__zomato_2,False,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.25,4.0
yellow_pages_1_4770,yelp_3_1789,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.3333333333333333,3.0
yellow_pages_1_24067,yelp_3_8700,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, False, True)",0.2,5.0
yelp_2_904,zomato_2_1647,yelp_2__zomato_2,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, True, False)",1.0,0.0
yellow_pages_1_26307,yelp_2_853,yellow_pages_1__yelp_2,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, False, True)",1.0,0.0
yellow_pages_1_28786,yelp_3_9419,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, True, False)",1.0,0.0
yellow_pages_1_20221,yelp_3_6379,yellow_pages_1__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, False, False, True, False)",1.0,0.0
yellow_pages_1_24591,yelp_3_8836,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, True, False)",0.3333333333333333,3.0
yellow_pages_1_14954,yelp_3_5471,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yelp_2_1936,zomato_2_3546,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0
yellow_pages_1_22317,yelp_3_7837,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.5,2.0
yellow_pages_1_15372,yelp_3_5114,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, True, True, True, False)",1.0,0.0
yellow_pages_1_26136,zomato_2_1486,yellow_pages_1__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.2,5.0
yellow_pages_1_4926,yelp_3_1962,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0
yellow_pages_1_11303,yelp_3_3615,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0
yelp_2_783,zomato_2_1552,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, True)",0.25,4.0
yellow_pages_1_3319,yelp_3_1323,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0
yellow_pages_1_16046,yelp_3_5692,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.5,2.0
yellow_pages_1_21297,yelp_3_7879,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0
yellow_pages_1_17811,yelp_3_5988,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.14285714285714285,7.0
yelp_2_1440,yelp_3_8253,yelp_2__yelp_3,False,True,0.4,,,,,,0.0,0.4,"(True, True, True, False, False)",1.0,0.0
yelp_3_1055,zomato_2_3536,yelp_3__zomato_2,False,True,0.4,,,,,,0.0,0.4,"(True, False, True, False, True)",1.0,0.0
yellow_pages_1_27542,yelp_3_9677,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, False)",0.3333333333333333,3.0
yelp_2_1120,yelp_3_8528,yelp_2__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, False, False, True)",1.0,0.0
yellow_pages_1_5271,yelp_3_1585,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.3333333333333333,3.0
yellow_pages_1_16178,yelp_3_5762,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, True, True, False, False)",0.2,5.0
yellow_pages_1_25655,yelp_3_8230,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.25,4.0
yellow_pages_1_3053,yelp_2_2216,yellow_pages_1__yelp_2,True,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_24368,yelp_3_8253,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, True, False)",0.16666666666666666,6.0
yellow_pages_1_7774,yelp_2_136,yellow_pages_1__yelp_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, True, True, True)",0.2,5.0
yellow_pages_1_26392,yelp_3_8737,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0
yellow_pages_1_12898,yelp_3_4017,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, False, True, False)",0.5,2.0
yellow_pages_1_11601,yelp_3_3867,yellow_pages_1__yelp_3,True,False,0.4,,,,,,0.0,0.4,"(False, True, False, True, True)",1.0,0.0
yellow_pages_1_11100,yelp_3_3447,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, True, True, True)",1.0,0.0
yellow_pages_1_19703,yelp_3_6624,yellow_pages_1__yelp_3,False,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.16666666666666666,6.0
yellow_pages_1_10413,yelp_3_3821,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_3053,yelp_3_1602,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, False, True, False)",0.3333333333333333,3.0
yellow_pages_1_18492,yelp_3_6028,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yellow_pages_1_4083,yelp_2_1888,yellow_pages_1__yelp_2,True,False,0.4,,,,,,1.0,0.4,"(False, False, False, True, True)",0.3333333333333333,3.0
yellow_pages_1_21767,yelp_3_3305,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, False)",1.0,0.0
yelp_2_1068,zomato_2_1508,yelp_2__zomato_2,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, True)",0.2,5.0
yellow_pages_1_22575,yelp_3_7691,yellow_pages_1__yelp_3,False,False,0.4,,,,,,0.0,0.4,"(False, False, False, True, True)",1.0,0.0
yelp_2_793,zomato_2_1939,yelp_2__zomato_2,False,False,0.4,,,,,,0.0,0.4,"(False, True, True, False, True)",1.0,0.0
yellow_pages_1_28626,yelp_3_8993,yellow_pages_1__yelp_3,True,True,0.4,,,,,,1.0,0.4,"(True, False, True, False, True)",0.5,2.0
yellow_pages_1_26057,yelp_3_8778,yellow_pages_1__yelp_3,True,False,0.4,,,,,,1.0,0.4,"(False, True, True, False, False)",0.25,4.0
