source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,query_strategy,size
harddrivesdirect_8269070,sillworks_17477907,harddrivesdirect_sillworks,True,bootstrap,,,,,,,,,,,,,
harddrivesdirect_16578034,tweakers_13689514,harddrivesdirect_tweakers,True,bootstrap,,,,,,,,,,,,,
sillworks_17273976,tweakers_6207914,sillworks_tweakers,True,bootstrap,,,,,,,,,,,,,
usapartsdirect_12957102,harddrivesdirect_13313461,usapartsdirect_harddrivesdirect,True,bootstrap,,,,,,,,,,,,,
usapartsdirect_17115570,sillworks_6584826,usapartsdirect_sillworks,True,bootstrap,,,,,,,,,,,,,
usapartsdirect_9962668,tweakers_7588145,usapartsdirect_tweakers,True,bootstrap,,,,,,,,,,,,,
harddrivesdirect_6750039,sillworks_17054073,harddrivesdirect_sillworks,False,bootstrap,,,,,,,,,,,,,
harddrivesdirect_13008950,tweakers_135779,harddrivesdirect_tweakers,False,bootstrap,,,,,,,,,,,,,
sillworks_17510523,tweakers_6232023,sillworks_tweakers,False,bootstrap,,,,,,,,,,,,,
usapartsdirect_4968342,harddrivesdirect_7881354,usapartsdirect_harddrivesdirect,False,bootstrap,,,,,,,,,,,,,
usapartsdirect_17483872,sillworks_11765286,usapartsdirect_sillworks,False,bootstrap,,,,,,,,,,,,,
usapartsdirect_8032585,tweakers_1229406,usapartsdirect_tweakers,False,bootstrap,,,,,,,,,,,,,
usapartsdirect_6031099,harddrivesdirect_2217246,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,12
usapartsdirect_15695089,harddrivesdirect_14161352,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,13
usapartsdirect_445093,harddrivesdirect_7011821,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,14
harddrivesdirect_7895390,sillworks_13265667,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,15
harddrivesdirect_13224518,sillworks_15891249,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,16
harddrivesdirect_13341038,tweakers_6509921,harddrivesdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,17
harddrivesdirect_6536629,sillworks_167192,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, False, False, False)",,,disagreement,18
usapartsdirect_15651933,harddrivesdirect_9623456,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,19
harddrivesdirect_4457003,tweakers_6508821,harddrivesdirect_tweakers,True,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,20
harddrivesdirect_3661642,sillworks_8961093,harddrivesdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,21
harddrivesdirect_3251024,sillworks_13086642,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,22
usapartsdirect_2808369,sillworks_13473874,usapartsdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,23
usapartsdirect_15835255,sillworks_4398038,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,24
usapartsdirect_12145200,sillworks_11114351,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, True, True, True)",,,disagreement,25
usapartsdirect_3644058,sillworks_13065528,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,26
harddrivesdirect_4626841,sillworks_12281216,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,27
usapartsdirect_14807716,harddrivesdirect_2782048,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,28
usapartsdirect_10184849,harddrivesdirect_12804337,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,29
usapartsdirect_11435957,sillworks_8664824,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,30
harddrivesdirect_1842792,sillworks_8002194,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,31
usapartsdirect_15527756,sillworks_12149547,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,32
usapartsdirect_5814975,sillworks_15898470,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,33
usapartsdirect_4517450,harddrivesdirect_2761962,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, True, True, True, False)",,,disagreement,34
usapartsdirect_4825407,harddrivesdirect_8411356,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,35
usapartsdirect_13030717,harddrivesdirect_10584523,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,36
harddrivesdirect_13217245,sillworks_10277451,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,37
harddrivesdirect_10316624,tweakers_2503936,harddrivesdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,38
usapartsdirect_9690848,sillworks_9018940,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,39
harddrivesdirect_15731388,sillworks_8162900,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,40
usapartsdirect_15799357,harddrivesdirect_13904018,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,41
harddrivesdirect_7647424,sillworks_11014634,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,42
harddrivesdirect_10364165,sillworks_14845527,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,43
usapartsdirect_11920889,harddrivesdirect_12101431,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,44
harddrivesdirect_8520060,sillworks_17190785,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,45
harddrivesdirect_16465541,sillworks_12712535,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,46
harddrivesdirect_11328252,tweakers_6675310,harddrivesdirect_tweakers,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,47
harddrivesdirect_10316624,sillworks_2864383,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,48
harddrivesdirect_9971203,sillworks_14012654,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, True, True, False)",,,disagreement,49
usapartsdirect_2969018,harddrivesdirect_2946174,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,50
usapartsdirect_14140956,sillworks_3472814,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,51
usapartsdirect_4165006,harddrivesdirect_9306611,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,52
usapartsdirect_10761109,harddrivesdirect_4578548,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,53
usapartsdirect_8738579,harddrivesdirect_2161273,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, False, True, False)",,,disagreement,54
usapartsdirect_3982583,harddrivesdirect_9361778,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,55
usapartsdirect_11930368,sillworks_5128483,usapartsdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,56
usapartsdirect_1769561,sillworks_7553832,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, False)",,,disagreement,57
harddrivesdirect_10041251,sillworks_5408223,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,58
harddrivesdirect_10118972,sillworks_11057543,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,59
usapartsdirect_6743249,harddrivesdirect_16003546,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,60
usapartsdirect_14906342,sillworks_9422810,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,61
harddrivesdirect_2528371,sillworks_7139541,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,62
harddrivesdirect_11301892,sillworks_15726948,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,63
harddrivesdirect_10278844,sillworks_1826494,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, True, False, False)",,,disagreement,64
usapartsdirect_9213797,sillworks_14793721,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,65
usapartsdirect_898523,harddrivesdirect_3279925,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, False, True, False, True)",,,disagreement,66
harddrivesdirect_2707211,sillworks_13512390,harddrivesdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,67
usapartsdirect_16482945,harddrivesdirect_12117670,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,68
usapartsdirect_11396710,sillworks_5775852,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,69
harddrivesdirect_937638,sillworks_16933410,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,70
usapartsdirect_14557104,sillworks_12654613,usapartsdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,71
usapartsdirect_1490764,harddrivesdirect_8694149,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,72
sillworks_12438543,tweakers_12291746,sillworks_tweakers,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,73
harddrivesdirect_14323449,sillworks_5202828,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,74
harddrivesdirect_2291940,tweakers_9118518,harddrivesdirect_tweakers,True,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,,disagreement,75
usapartsdirect_12959649,sillworks_1637334,usapartsdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,76
usapartsdirect_2584038,harddrivesdirect_6800598,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,77
usapartsdirect_1921617,harddrivesdirect_16479797,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,,0.4,"(False, False, True, False, True)",,,disagreement,78
usapartsdirect_14259171,sillworks_17286599,usapartsdirect_sillworks,True,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,79
