source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size,query_strategy,size
harddrivesdirect_8269070,sillworks_17477907,harddrivesdirect_sillworks,True,bootstrap,,,,,,,,,,,,,
harddrivesdirect_16578034,tweakers_13689514,harddrivesdirect_tweakers,True,bootstrap,,,,,,,,,,,,,
sillworks_17273976,tweakers_6207914,sillworks_tweakers,True,bootstrap,,,,,,,,,,,,,
usapartsdirect_12957102,harddrivesdirect_13313461,usapartsdirect_harddrivesdirect,True,bootstrap,,,,,,,,,,,,,
usapartsdirect_17115570,sillworks_6584826,usapartsdirect_sillworks,True,bootstrap,,,,,,,,,,,,,
usapartsdirect_9962668,tweakers_7588145,usapartsdirect_tweakers,True,bootstrap,,,,,,,,,,,,,
harddrivesdirect_6750039,sillworks_17054073,harddrivesdirect_sillworks,False,bootstrap,,,,,,,,,,,,,
harddrivesdirect_13008950,tweakers_135779,harddrivesdirect_tweakers,False,bootstrap,,,,,,,,,,,,,
sillworks_17510523,tweakers_6232023,sillworks_tweakers,False,bootstrap,,,,,,,,,,,,,
usapartsdirect_4968342,harddrivesdirect_7881354,usapartsdirect_harddrivesdirect,False,bootstrap,,,,,,,,,,,,,
usapartsdirect_17483872,sillworks_11765286,usapartsdirect_sillworks,False,bootstrap,,,,,,,,,,,,,
usapartsdirect_8032585,tweakers_1229406,usapartsdirect_tweakers,False,bootstrap,,,,,,,,,,,,,
sillworks_3577260,tweakers_16972668,sillworks_tweakers,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,12
harddrivesdirect_5108922,tweakers_8648560,harddrivesdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,13
usapartsdirect_6527566,harddrivesdirect_13688862,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,14
usapartsdirect_3311767,harddrivesdirect_14566031,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,15
harddrivesdirect_16150368,sillworks_8262222,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,16
harddrivesdirect_10569243,sillworks_10038573,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, True, False)",,,disagreement,17
harddrivesdirect_4742936,sillworks_10765340,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, True, True)",,,disagreement,18
harddrivesdirect_16224067,tweakers_8524318,harddrivesdirect_tweakers,True,True,0.4,,,,,,,0.4,"(True, False, True, True, False)",,,disagreement,19
harddrivesdirect_2354837,tweakers_1117268,harddrivesdirect_tweakers,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,,disagreement,20
usapartsdirect_6073158,harddrivesdirect_12631304,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,21
harddrivesdirect_12165221,sillworks_1479808,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,22
usapartsdirect_5005369,harddrivesdirect_14981020,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,23
harddrivesdirect_1845724,sillworks_15349277,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,24
harddrivesdirect_1098599,sillworks_12572668,harddrivesdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,25
harddrivesdirect_4346423,sillworks_11375621,harddrivesdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, False, False, True, True)",,,disagreement,26
usapartsdirect_7543417,sillworks_1409349,usapartsdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,27
usapartsdirect_8505564,sillworks_11836103,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,28
harddrivesdirect_12643961,sillworks_7913680,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,,disagreement,29
usapartsdirect_17246173,sillworks_4046710,usapartsdirect_sillworks,True,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,30
harddrivesdirect_10947082,sillworks_12825189,harddrivesdirect_sillworks,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,,disagreement,31
harddrivesdirect_2688839,sillworks_14794278,harddrivesdirect_sillworks,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,,disagreement,32
usapartsdirect_16891360,harddrivesdirect_5595771,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,1.0,0.26844444444444443,"(False, False, False, True, True)",0.25,4.0,disagreement_post_graph_transfer,33
usapartsdirect_4321054,harddrivesdirect_2702867,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,1.0,0.37373366578218037,"(False, True, True, True, False)",0.3333333333333333,3.0,disagreement_post_graph_transfer,34
harddrivesdirect_6423408,sillworks_13282563,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.37195041866328626,"(True, True, False, True, False)",0.25,4.0,disagreement_post_graph_transfer,35
usapartsdirect_7442038,harddrivesdirect_11638086,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.3721066471420831,"(True, False, False, True, False)",0.16666666666666666,6.0,disagreement_post_graph_transfer,36
harddrivesdirect_10343632,sillworks_11259150,harddrivesdirect_sillworks,False,False,0.4,,,,,,0.0,0.3752657848183668,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph_transfer,37
harddrivesdirect_2707211,sillworks_13512390,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.3766445930213899,"(False, False, True, True, True)",0.14285714285714285,7.0,disagreement_post_graph_transfer,38
usapartsdirect_7392862,harddrivesdirect_4670299,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.37161885577201365,"(True, False, False, True, False)",0.1111111111111111,9.0,disagreement_post_graph_transfer,39
usapartsdirect_13721656,harddrivesdirect_13619416,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,0.0,0.37860728918635383,"(False, False, False, True, True)",1.0,0.0,disagreement_post_graph_transfer,40
usapartsdirect_7648251,sillworks_9544443,usapartsdirect_sillworks,False,True,0.4,,,,,,0.0,0.3674596005286097,"(True, True, True, False, False)",1.0,0.0,disagreement_post_graph_transfer,41
harddrivesdirect_11009483,sillworks_4861888,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.37694797848012834,"(True, True, True, False, False)",0.5,2.0,disagreement_post_graph_transfer,42
usapartsdirect_811497,harddrivesdirect_5534554,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,1.0,0.37933350808579946,"(False, False, False, True, True)",0.14285714285714285,7.0,disagreement_post_graph_transfer,43
harddrivesdirect_14228220,sillworks_15891249,harddrivesdirect_sillworks,False,False,0.4,,,,,,1.0,0.36667784946637394,"(False, False, False, True, True)",0.09090909090909091,11.0,disagreement_post_graph_transfer,44
usapartsdirect_6568225,sillworks_15719094,usapartsdirect_sillworks,True,False,0.4,,,,,,1.0,0.3801829167674087,"(False, False, False, True, True)",0.16666666666666666,6.0,disagreement_post_graph_transfer,45
usapartsdirect_15440281,sillworks_7778694,usapartsdirect_sillworks,False,False,0.4,,,,,,1.0,0.36858081736131426,"(False, False, True, False, True)",0.125,8.0,disagreement_post_graph_transfer,46
usapartsdirect_12378367,sillworks_1518578,usapartsdirect_sillworks,False,False,0.4,,,,,,1.0,0.3813431657950348,"(False, True, False, False, True)",0.2,5.0,disagreement_post_graph_transfer,47
usapartsdirect_897900,sillworks_15062682,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.37919599818358907,"(True, True, True, False, False)",0.5,2.0,disagreement_post_graph_transfer,48
harddrivesdirect_11008840,sillworks_4225094,harddrivesdirect_sillworks,True,True,0.4,,,,,,1.0,0.3827447127364741,"(True, False, False, True, True)",0.14285714285714285,7.0,disagreement_post_graph_transfer,49
usapartsdirect_419107,harddrivesdirect_6134036,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,1.0,0.3729720877493784,"(False, True, True, False, False)",0.09090909090909091,11.0,disagreement_post_graph_transfer,50
usapartsdirect_976322,sillworks_722501,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.37618094005206704,"(True, False, False, False, True)",0.25,4.0,disagreement_post_graph_transfer,51
usapartsdirect_16788473,sillworks_4151009,usapartsdirect_sillworks,True,True,0.4,,,,,,1.0,0.36873848183393315,"(True, True, False, True, False)",0.2,5.0,disagreement_post_graph_transfer,52
usapartsdirect_9157473,harddrivesdirect_7647424,usapartsdirect_harddrivesdirect,False,True,0.4,,,,,,0.0,0.37734404990596015,"(True, True, False, False, True)",1.0,0.0,disagreement_post_graph_transfer,53
usapartsdirect_7235809,harddrivesdirect_8207023,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.3743564906336212,"(True, False, True, False, False)",0.16666666666666666,6.0,disagreement_post_graph_transfer,54
usapartsdirect_5111783,harddrivesdirect_4044044,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,1.0,0.3836398511203483,"(False, True, True, False, False)",0.25,4.0,disagreement_post_graph_transfer,55
usapartsdirect_396792,sillworks_16267408,usapartsdirect_sillworks,True,False,0.4,,,,,,1.0,0.37854088007204,"(False, True, True, True, False)",0.25,4.0,disagreement_post_graph_transfer,56
usapartsdirect_9405203,harddrivesdirect_5158963,usapartsdirect_harddrivesdirect,True,True,0.4,,,,,,1.0,0.3801231864737865,"(True, True, False, True, False)",0.25,4.0,disagreement_post_graph_transfer,57
harddrivesdirect_10033006,sillworks_13423951,harddrivesdirect_sillworks,False,True,0.4,,,,,,1.0,0.37237971275364523,"(True, False, False, False, True)",0.14285714285714285,7.0,disagreement_post_graph_transfer,58
usapartsdirect_13182245,harddrivesdirect_1772871,usapartsdirect_harddrivesdirect,True,False,0.4,,,,,,1.0,0.38446688479361507,"(False, False, False, True, True)",0.16666666666666666,6.0,disagreement_post_graph_transfer,59
harddrivesdirect_5941793,sillworks_9409333,harddrivesdirect_sillworks,True,False,0.4,,,,,,1.0,0.3692864387188821,"(False, False, True, False, True)",0.06666666666666667,15.0,disagreement_post_graph_transfer,60
usapartsdirect_10229943,harddrivesdirect_10527118,usapartsdirect_harddrivesdirect,False,False,0.4,,,,,,0.0,0.3858901515793802,"(False, False, True, False, True)",1.0,0.0,disagreement_post_graph_transfer,61
