source,target,datasource_pair,label,predicted_label,disagreement,weighted_disagreement,datasource_pair_frequency,explore_score,exploit_score,betweeness,graph_inferred_label,inf_score,votes,sel_proba,cc_size
2_11755,1_13911,2_1,True,bootstrap,,,,,,,,,,,
2_15825,3_10623,2_3,True,bootstrap,,,,,,,,,,,
2_9971,4_8116,2_4,True,bootstrap,,,,,,,,,,,
2_11200,5_13050,2_5,True,bootstrap,,,,,,,,,,,
3_1622,1_4251,3_1,True,bootstrap,,,,,,,,,,,
4_16989,1_15928,4_1,True,bootstrap,,,,,,,,,,,
4_16989,3_9529,4_3,True,bootstrap,,,,,,,,,,,
4_15640,5_3480,4_5,True,bootstrap,,,,,,,,,,,
5_760,1_1655,5_1,True,bootstrap,,,,,,,,,,,
5_10449,3_1622,5_3,True,bootstrap,,,,,,,,,,,
2_17706,1_6881,2_1,False,bootstrap,,,,,,,,,,,
2_10010,3_17576,2_3,False,bootstrap,,,,,,,,,,,
2_13411,4_13188,2_4,False,bootstrap,,,,,,,,,,,
2_17706,5_15835,2_5,False,bootstrap,,,,,,,,,,,
3_5784,1_7935,3_1,False,bootstrap,,,,,,,,,,,
4_1020,1_9447,4_1,False,bootstrap,,,,,,,,,,,
4_7086,3_8169,4_3,False,bootstrap,,,,,,,,,,,
4_3900,5_18153,4_5,False,bootstrap,,,,,,,,,,,
5_7448,1_1692,5_1,False,bootstrap,,,,,,,,,,,
5_7012,3_8218,5_3,False,bootstrap,,,,,,,,,,,
2_5814,5_4005,2_5,False,False,0.4,,,,,,,0.4,"(False, True, False, False, True)",,
4_2516,5_17311,4_5,False,True,0.4,,,,,,,0.4,"(True, True, True, False, False)",,
2_4686,1_1064,2_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
5_16194,1_17748,5_1,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
2_18204,3_2539,2_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, True)",,
4_1213,5_17535,4_5,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
4_595,3_3181,4_3,False,False,0.4,,,,,,,0.4,"(False, False, False, True, True)",,
5_13255,3_13252,5_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
2_5757,3_13847,2_3,False,False,0.4,,,,,,,0.4,"(False, True, True, False, False)",,
